店铺名称,类别,全类别,评分,人均消费,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
望蓉城·古法酸菜鱼(天山店),酸菜鱼/水煮鱼,5,天山,31.210683,121.402981,长宁区天山路789号百盛优客购物中心5F（地铁2号线娄山关路站3号口）,单人餐6.9元，双人餐150元，3-4人餐198元;97代100元;,周一至周日 11:00-21:00,021-52556086,71272,,
胖哥俩肉蟹煲(悦荟广场店),肉蟹煲,5,人民广场/南京路,31.236829,121.483391,黄浦区南京东路353号悦荟广场5层509号商铺,每满100减2（买单立享）;双人餐136元;75代100元;,周一至周日 10:30-21:30,021-63332796,12467,,
点都德(合生汇店),粤式茶点,5,五角场/大学区,31.300095,121.517757,杨浦区翔殷路1099号合生汇国际广场6楼L6-06-10,95代100元;,周一至周日 09:30-22:00,021-35070137/4001382828,169343,,
弄堂里(颛桥万达店),杭帮菜,5,颛桥/北桥,31.071579,121.40644,闵行区都市路颛桥万达广场4楼4011,50代100元，88代100元;,周一至周日 10:30-21:00,021-33581592,42341,,
星伦多海鲜自助餐厅(奉贤苏宁广场店),自助海鲜,5,南桥,30.918723,121.48953,奉贤区南奉公路7500号苏宁生活广场4楼,单人晚餐65元起;,"周六,周日 10:30-14:00 17:00-21:00  周一至周五 11:00-13:30 17:30-20:30",021-67100177,355131,,
70后·绍东家(长宁龙之梦店),苏浙菜,5,中山公园/江苏路,31.219191,121.41698,长宁区长宁路1018号龙之梦购物中心蓝中庭7层,单人餐1元起，双人餐188元，3-4人餐358元;96代100元;,周一至周日 11:00-21:30,021-52908228/17512018474,60389,,
九鼎轩脆毛肚火锅(五角场店),重庆火锅,5,五角场/大学区,31.300361,121.513877,杨浦区邯郸路600号万达A座第一食品三楼,9.2折（买单立享）;双人餐139元，3-4人餐224元，3-4人餐224元;11代100元，90代100元;,周一至周日 10:30-22:30,021-65106566,66385,,
九鼎轩脆毛肚火锅(龙州路店),重庆火锅,5,上海南站,31.139083,121.42205,徐汇区徐汇区龙州路995号梅陇购物中心四楼,9.2折（买单立享）;双人餐139元，3-4人餐224元;11代100元，79代100元，90代100元;,周一至周日 10:30-22:00,021-31029221,44470,,
九鼎轩脆毛肚火锅(虹梅路店),重庆火锅,5,虹梅路,31.188063,121.387094,闵行区虹梅路3279号（华光花园东门右侧、10号线龙溪路2号出口右拐直行）,9.2折（买单立享）;双人餐139元，3-4人餐224元;11代100元，90代100元;,周一至周日 11:00-03:00,021-54333057,71334,,
壹泰东南亚主题餐厅(soho复兴广场店),泰国菜,5,新天地/马当路,31.215906,121.474792,黄浦区马当路388号SOHO复兴广场C座1层110-111号（星巴克斜对面）,每满100减2（买单立享）;单人餐1元，双人餐158元，4人餐298元，6人餐699元;75代100元，88代100元;,"周一至周四,周日 11:00-22:30  周五,周六 11:00-23:00",021-63317117/63317119,57301,,
味多美(易买得南桥店),面包蛋糕,5,南桥,30.92648,121.46577,奉贤区南桥环城东路891-901号（易买得南桥店）-A-02-2号商铺,2.5元【经典】老婆饼，6元葡式蛋挞（单粒），8.8元流心芝士挞，9元松松卷面包，9.9元蒜香芝士软心法棒，9.9元法式焦糖味面包，11元全麦吐司，12元枫糖牛角，13元法棍面包，13.9元半熟芝士蛋糕，13.9元多肉法棍面包，14.9元海绵小块，14.9元经典天然蛋糕，14.9元藜麦芋泥咸蛋面包，16元岩烧芝士蛋糕，16元巧克力岩烧蛋糕，16.9元海苔芝士小贝，16.9元奶油小方，18元木糠蛋糕...;,周一至周日 08:00-20:00,021-37196310,50191,味多美公司创立于1996年，是国内著名烘焙连锁食品企业，主要经营产品包括蛋糕、面包、咖啡、中西式点心、月饼、粽子等。成立至今，在中国已创办了300多家直营连锁店，2010—2011年相继落户天津、上海、河北、包头等地。味多美在北京、上海、包头同时拥有现代化的中央工厂，集“生产”“配送”“销售”为一体，专业的品质管理系统，保证食品安全。 味多美品牌定位于中高端消费者，以丰富的、高品质的产品，平民化的价格，亲切友善的服务，便利的连锁店铺，赢得了消费者的青睐。,
大渝火锅(宝山店),重庆火锅,5,顾村公园,31.350664,121.386089,宝山区宝山区顾村镇顾北路688号东方帕提欧小区对面,50代100元，90代100元;,周一至周日 10:30-03:00,021-56180001,36389,,
九鼎轩脆毛肚火锅(打浦路店),重庆火锅,5,打浦桥/田子坊,31.203572,121.470329,黄浦区打浦路78号（地铁9号线打浦桥2号出口直行150米）,9.2折（买单立享）;双人餐139元，3-4人餐224元;11代100元，90代100元;,周一至周日 11:00-03:00,021-33311273-0,159644,,
坎爷秘制火锅(陆家嘴店),四川火锅,4.9,八佰伴,31.23121,121.517901,浦东新区商城路665号1885广场C幢2层203单元,每满100减2（买单立享）;单人餐39元，双人餐258元;68代100元，88代100元;,周一至周日 11:00-02:00,021-68878116,157795,,
卤人甲卤炸鸡爪(中原欧尚店),炸鸡炸串,5,中原地区,31.313862,121.53289,杨浦区中原路102号一层ZY-11A111B,1.1元一只卤鸡爪，10.2元锅巴土豆，11.9元黄金糯糯爪，18.9元网红翅尖可口可乐套餐，21.6元黄金炸鸡爪，31.7元独享单人餐，42.3元分享双人餐;26代30元，40代50元;,周一至周日 08:30-22:00,13816974914,11080,,
胖哥俩肉蟹煲(中山龙之梦店),肉蟹煲,5,中山公园/江苏路,31.218982,121.416458,长宁区长宁路1018号龙之梦购物中心红中厅8楼,9.8折（买单立享）;双人餐12.5元起;75代100元;,周一至周日 10:30-21:30,021-52822177,11982,,
外婆家(上海奉贤宝龙城市广场店),杭帮菜,5,南桥,30.93021,121.462436,奉贤区航南公路5699号奉贤宝龙城市广场2号楼3楼,满100减5（买单立享）;双人餐9.9元起，4人餐198元;90代100元;,周一至周日 10:30-14:30 16:30-21:00,021-33657201/13764349701,9403,,
胖哥俩肉蟹煲(日月光店),肉蟹煲,5,打浦桥/田子坊,31.206125,121.467888,黄浦区徐家汇路618号日月光中心广场瑞金区3层02号,每满100减2（买单立享）;双人餐12.5元起;75代100元;,周一至周日 10:30-21:00,021-58585758,11641,,
東盛炭烤自助料理(长泰广场店),综合自助,5,张江,31.205834,121.600652,浦东新区金科路2901号长泰广场A10座2层（避风塘楼上瓷艺瓷文化餐厅旁边）,单人午餐107.9元，单人晚餐127.9元;,"周六,周日 10:30-22:00  周一至周五 11:00-14:30 17:00-21:30",021-68585367,110082,,
吴老幺火锅(旗舰店),四川火锅,5,惠南镇,31.052472,121.745606,浦东新区通济路373号,双人餐138元，4人餐188元，6-8人餐288元;29代50元;,周一至周日 10:00-02:00,021-20961677,18594,,
大娘水饺(黄兴路大润发店),饺子,5,黄兴公园,31.289212,121.521571,杨浦区黄兴路1618号大润发超市内（近国权路）,9.9折（买单立享）;4元红葡萄果汁，7元酥炸鳕鱼条，9.9元招牌双拼饺，13.9元西芹水饺橙汁套餐，16元白菜猪肉饺15只，20元白菜猪肉饺10只，20元虾仁水饺10只，20元大娘三拼饺，22元经典双拼单人餐，23元经典单人餐，24元2份*鸭血粉丝汤，28元网红芝士煎饺套餐，39.9元超值双人餐;30代35元，55代65元;,周一至周日 08:00-21:00,13764375224,9983,水饺，中国的；大娘水饺，世界的。 1996年4月始创于江苏常州的“大娘水饺”，十多年来，为具有近两千年传统文化的水饺注入了时尚元素和标准化的灵魂，引领了中式快餐的新潮流。“大娘水饺”至今已在南京、上海、北京等上百个城市开设了连锁店300多家，每年光顾“大娘水饺”的消费者超过了5000万人次。《全球商业经典》杂志以“大娘水饺靠中央厨房创造6亿只水饺传奇”为题，对“大娘水饺”的成功模式进行了分析和研究，中央电视台、台湾东森电视台、中国新闻网、《环球时报》、《人民日报海外版》等媒体相继将“大娘水饺”作为中式快餐的成功典范进行了追踪报道，“大娘水饺”的掌门人也被推选为2006中国餐饮行业领先者人物。 “大娘水饺”先后获得了中国快餐十佳品牌企业、江苏省文明单位、江苏省诚信单位、江苏服务名牌企业、亚洲十大**潜力品牌等荣誉，“吴大娘”及图形商标被认定为江苏省著名商标；“大娘水饺”还成为2008北京奥运会推荐菜品，松仁三鲜饺、三菇饺、香菇青菜包分别荣获2008北京奥运会推荐食谱菜品展金、银奖；松仁三鲜饺、三菇饺、素三鲜饺被评为中国名点；松仁三鲜饺、牛杂汤、蜜汁叉烧酥荣获2005上海国际餐饮博览会金奖,
望蓉城·古法酸菜鱼(近铁店),酸菜鱼/水煮鱼,5,梅川路,31.23322,121.38171,普陀区真北路818号近铁城市广场北区3层N-F3-03（地铁13号线真北路站1号口）,单人餐6.9元，3-4人餐198元;97代100元;,周一至周日 11:00-21:00,021-52681567/18221837917,57576,,
望蓉城·古法酸菜鱼(大宁店),酸菜鱼/水煮鱼,5,大宁地区,31.274185,121.451004,静安区共和新路2008大宁国际商业广场12座5楼大润发楼上地铁1号线延长路下4号口出直走步行5分钟,单人餐6.9元;97代100元;,周一至周日 11:00-21:00,021-66775710,91120,,
星伦多海鲜自助餐厅(金山万达店),自助海鲜,5,金山卫,30.754477,121.336013,金山区龙皓路1088号（金山万达广场三楼）,单人晚餐65元起;,周一至周日 11:00-21:30,021-37311288,394538,,
一叶一世界藏茶蔬食火锅(818广场店),素食,5,南京西路,31.23116,121.460951,静安区南京西路818广场5楼509号商铺,双人餐198元，3-4人餐398元;39.9代50元，89代100元;,周一至周日 11:30-14:00 16:00-21:30,021-33530335,32543,,
重庆熬家老火锅(金桥太茂店),重庆火锅,5,金桥,31.266971,121.608453,浦东新区金高路1882号金桥太茂商业广场5层,3-4人餐258元;47代50元;,周一至周日 10:00-22:00,021-58883573,89689,,
韩宫宴(上海青浦吾悦店),韩式烤肉,5,青浦城区,31.144075,121.094975,青浦区淀山湖大道152弄105号405室-3,2-3人餐129元，3-4人餐229元;95代100元;,周一至周日 10:00-21:00,18168937130/18221945655,12152,,
蛙喔·炭烧牛蛙·烧烤(江桥万达店),干锅/香锅,5,江桥,31.239557,121.322303,嘉定区金沙江西路万达广场3楼,单人餐15元，双人餐198元，3-4人餐228元;48代50元;,周一至周日 09:30-21:30,021-53393703/15057659602,12671,,
上隐水产海鲜自助·甄选(淮海百盛店),自助海鲜,5,淮海路/陕西南路,31.217567,121.459224,黄浦区淮海中路918号百盛购物中心7楼（近陕西南路地铁站2号口）,单人午餐298元，单人晚餐338元，单人午/晚餐338元;,周一至周四 11:30-14:00 17:30-21:00  周五至周日 11:30-14:00 17:00-21:00,15000921134/021-64181690,67636,,
相遇融合餐厅(中信泰富万达店),融合菜,5,嘉定新城,31.330733,121.254612,嘉定区胜辛路中信泰富万达广场5楼,9.2折（买单立享）;双人餐1元起，4人餐186元;59代100元，90代100元;,周一至周日 10:00-21:00,021-60135157,18423,,
